date,channel,data_source,campaign_name,spend_usd,impressions,clicks,conversions,ctr_pct,cpc_usd,cpm_usd,video_views
2023-04-20,Paid Search,Google Search Ads 360,Profound intangible policy,67202.52,160231,14546,1309,9.08,4.62,419.41,0
2023-04-20,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,19761.56,83207,3172,193,3.81,6.23,237.5,9677
2023-04-20,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,66704,6664,720,9.99,0.0,0.0,0
2023-04-21,Programmatic,StackAdapt,Automated uniform software,61630.92,184665,18234,1668,9.87,3.38,333.74,16856
2023-04-21,Paid Search,Google Search Ads 360,Profound intangible policy,70542.39,149786,15711,1618,10.49,4.49,470.95,0
2023-04-21,Paid Social,Facebook,Facebook B2B Decision Makers,10143.0,80986,2070,138,2.56,4.9,125.24,14998
2023-04-21,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,58355,6026,514,10.33,0.0,0.0,0
2023-04-22,Programmatic,StackAdapt,Automated uniform software,56542.98,142951,13273,1128,9.29,4.26,395.54,16430
2023-04-22,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,60851.7,118591,13374,1383,11.28,4.55,513.12,0
2023-04-22,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,10186.18,57497,2131,119,3.71,4.78,177.16,11896
2023-04-22,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,44665,3854,367,8.63,0.0,0.0,0
2023-04-23,Programmatic,StackAdapt,Business-focused zero tolerance architecture,75233.75,202852,17375,1677,8.57,4.33,370.88,32136
2023-04-23,Paid Search,Google Search Ads 360,Profound intangible policy,61136.4,171199,15676,1605,9.16,3.9,357.11,0
2023-04-23,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,26524.75,84901,4613,277,5.43,5.75,312.42,9146
2023-04-23,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,59817,4998,559,8.36,0.0,0.0,0
2023-04-24,Programmatic,StackAdapt,Automated uniform software,55491.0,179819,15900,1309,8.84,3.49,308.59,20703
2023-04-24,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,72059.33,181809,19423,2053,10.68,3.71,396.35,0
2023-04-24,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,25736.88,97289,4407,249,4.53,5.84,264.54,15186
2023-04-24,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,53108,4425,431,8.33,0.0,0.0,0
2023-04-25,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,80012.8,192582,21280,2057,11.05,3.76,415.47,26508
2023-04-25,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,64823.42,144428,15361,1401,10.64,4.22,448.83,0
2023-04-25,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,17557.77,81544,2941,165,3.61,5.97,215.32,8822
2023-04-25,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,49221,3523,327,7.16,0.0,0.0,0
2023-04-26,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,77967.36,202231,18432,1887,9.11,4.23,385.54,40826
2023-04-26,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,70392.7,149757,15505,1864,10.35,4.54,470.05,0
2023-04-26,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,9955.98,72320,1611,103,2.23,6.18,137.67,11239
2023-04-26,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,66833,4626,474,6.92,0.0,0.0,0
2023-04-27,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,73044.06,194996,21111,2212,10.83,3.46,374.59,29886
2023-04-27,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,77633.05,156129,17765,1908,11.38,4.37,497.24,0
2023-04-27,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,19141.95,101865,3449,252,3.39,5.55,187.91,10401
2023-04-27,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,73613,7120,659,9.67,0.0,0.0,0
2023-04-28,Programmatic,StackAdapt,Business-focused zero tolerance architecture,76112.28,240631,22452,2365,9.33,3.39,316.3,26056
2023-04-28,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,66198.56,150713,17606,1934,11.68,3.76,439.24,0
2023-04-28,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,22864.9,89804,3730,212,4.15,6.13,254.61,17287
2023-04-28,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,69144,7169,685,10.37,0.0,0.0,0
2023-04-29,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,101208.8,229439,23870,1975,10.4,4.24,441.11,32086
2023-04-29,Paid Search,Google Search Ads 360,Integrated dedicated contingency,59236.92,154959,14004,1496,9.04,4.23,382.27,0
2023-04-29,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,31263.96,103939,5317,301,5.12,5.88,300.79,11042
2023-04-29,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,81934,8010,794,9.78,0.0,0.0,0
2023-04-30,Programmatic,StackAdapt,Automated uniform software,68051.25,183060,18147,1830,9.91,3.75,371.74,23814
2023-04-30,Paid Search,Google Search Ads 360,Networked value-added time-frame,71558.99,164406,18881,1884,11.48,3.79,435.26,0
2023-04-30,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,23641.41,95340,4663,266,4.89,5.07,247.97,9522
2023-04-30,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,61905,5138,541,8.3,0.0,0.0,0
2023-05-01,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,73285.03,203407,19439,1971,9.56,3.77,360.29,44154
2023-05-01,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,63588.46,170360,15977,1766,9.38,3.98,373.26,0
2023-05-01,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,12661.11,92659,2079,121,2.24,6.09,136.64,10359
2023-05-01,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,73393,5590,571,7.62,0.0,0.0,0
2023-05-02,Programmatic,StackAdapt,Cross-platform static hierarchy,60877.59,197727,18617,1565,9.42,3.27,307.89,24231
2023-05-02,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,93324.24,173986,20556,2398,11.81,4.54,536.39,0
2023-05-02,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,26037.4,97524,4220,254,4.33,6.17,266.98,16959
2023-05-02,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,67162,4663,449,6.94,0.0,0.0,0
2023-05-03,Programmatic,StackAdapt,Cross-platform static hierarchy,91773.64,208543,21146,1875,10.14,4.34,440.07,19916
2023-05-03,Paid Search,Google Search Ads 360,Profound intangible policy,63438.76,146970,13412,1509,9.13,4.73,431.64,0
2023-05-03,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,22810.38,73772,3691,224,5.0,6.18,309.2,13688
2023-05-03,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,68066,4473,499,6.57,0.0,0.0,0
2023-05-04,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,84973.92,183255,20136,1731,10.99,4.22,463.69,17548
2023-05-04,Paid Search,Google Search Ads 360,Profound intangible policy,73642.23,179146,19029,1756,10.62,3.87,411.07,0
2023-05-04,Paid Social,Facebook,Facebook B2B Decision Makers,14653.74,71115,2589,158,3.64,5.66,206.06,8648
2023-05-04,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,60957,5774,489,9.47,0.0,0.0,0
2023-05-05,Programmatic,StackAdapt,Automated uniform software,106887.5,239455,25150,2378,10.5,4.25,446.38,25369
2023-05-05,Paid Search,Google Search Ads 360,Profound intangible policy,51027.35,145446,14135,1615,9.72,3.61,350.83,0
2023-05-05,Paid Social,Facebook,Facebook B2B Decision Makers,29273.36,96370,5284,380,5.48,5.54,303.76,8568
2023-05-05,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,79234,7048,610,8.9,0.0,0.0,0
2023-05-06,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,82201.59,184951,19433,1964,10.51,4.23,444.45,29601
2023-05-06,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,56538.76,133351,13723,1361,10.29,4.12,423.98,0
2023-05-06,Paid Social,Facebook,Facebook B2B Decision Makers,17409.38,78365,3218,233,4.11,5.41,222.16,12929
2023-05-06,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,55753,4943,513,8.87,0.0,0.0,0
2023-05-07,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,56372.46,168788,14874,1320,8.81,3.79,333.98,28915
2023-05-07,Paid Search,Google Search Ads 360,Networked value-added time-frame,75119.03,165188,17843,2010,10.8,4.21,454.75,0
2023-05-07,Paid Social,Facebook,Facebook B2B Decision Makers,9317.36,78652,1768,106,2.25,5.27,118.46,11494
2023-05-07,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,45811,3234,295,7.06,0.0,0.0,0
2023-05-08,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,78077.31,199755,19867,1661,9.95,3.93,390.87,23829
2023-05-08,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,59513.92,157584,16624,1486,10.55,3.58,377.66,0
2023-05-08,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,9403.54,84504,1798,103,2.13,5.23,111.28,16255
2023-05-08,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,73459,6281,577,8.55,0.0,0.0,0
2023-05-09,Programmatic,StackAdapt,Centralized modular throughput,59750.88,202979,17783,1693,8.76,3.36,294.37,26048
2023-05-09,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,91514.25,176940,20565,2155,11.62,4.45,517.2,0
2023-05-09,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,14769.43,112636,2771,167,2.46,5.33,131.13,15662
2023-05-09,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,68055,6894,718,10.13,0.0,0.0,0
2023-05-10,Programmatic,StackAdapt,Business-focused zero tolerance architecture,80843.79,176711,19387,2027,10.97,4.17,457.49,14175
2023-05-10,Paid Search,Google Search Ads 360,Profound intangible policy,56162.55,168112,15387,1498,9.15,3.65,334.08,0
2023-05-10,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,20698.38,88551,3898,224,4.4,5.31,233.75,12740
2023-05-10,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,60426,4220,403,6.98,0.0,0.0,0
2023-05-11,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,62367.2,165949,14504,1276,8.74,4.3,375.82,28808
2023-05-11,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,64583.2,178867,18040,1947,10.09,3.58,361.07,0
2023-05-11,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,29853.36,93879,4878,327,5.2,6.12,318.0,17025
2023-05-11,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,56639,5726,488,10.11,0.0,0.0,0
2023-05-12,Programmatic,StackAdapt,Business-focused zero tolerance architecture,48726.93,159923,13649,1226,8.54,3.57,304.69,23675
2023-05-12,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,62512.8,160336,14640,1363,9.13,4.27,389.89,0
2023-05-12,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,21481.73,77747,3539,240,4.55,6.07,276.3,13757
2023-05-12,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,60469,5558,507,9.19,0.0,0.0,0
2023-05-13,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,78863.04,192214,18912,1895,9.84,4.17,410.29,38454
2023-05-13,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,74136.3,167509,17241,1711,10.29,4.3,442.58,0
2023-05-13,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,17313.8,72630,2980,205,4.1,5.81,238.38,9618
2023-05-13,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,49779,4092,358,8.22,0.0,0.0,0
2023-05-14,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,69808.48,196186,17584,1387,8.96,3.97,355.83,33188
2023-05-14,Paid Search,Google Search Ads 360,Profound intangible policy,59522.76,163121,15031,1535,9.22,3.96,364.9,0
2023-05-14,Paid Social,Facebook,Facebook B2B Decision Makers,20617.97,99506,4099,255,4.12,5.03,207.2,21724
2023-05-14,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,68409,6329,553,9.25,0.0,0.0,0
2023-05-15,Programmatic,StackAdapt,Cross-platform static hierarchy,54730.71,148895,14913,1562,10.02,3.67,367.58,12724
2023-05-15,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,45475.2,124289,12632,1191,10.16,3.6,365.88,0
2023-05-15,Paid Social,Facebook,FB Lead Gen — Mid-Market,19970.72,89958,3242,197,3.6,6.16,222.0,8659
2023-05-15,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,72357,5611,613,7.76,0.0,0.0,0
2023-05-16,Programmatic,StackAdapt,Centralized modular throughput,107076.57,215943,24729,2130,11.45,4.33,495.86,29050
2023-05-16,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,57219.68,151865,15218,1617,10.02,3.76,376.78,0
2023-05-16,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,20436.9,86706,3378,236,3.9,6.05,235.7,12282
2023-05-16,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,58628,4418,393,7.54,0.0,0.0,0
2023-05-17,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,52879.68,146760,13664,1432,9.31,3.87,360.31,18876
2023-05-17,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,55319.68,134727,12688,1309,9.42,4.36,410.61,0
2023-05-17,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,14466.8,69304,2360,176,3.41,6.13,208.74,11592
2023-05-17,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,53659,4819,429,8.98,0.0,0.0,0
2023-05-18,Programmatic,StackAdapt,Business-focused zero tolerance architecture,50273.45,145122,14405,1342,9.93,3.49,346.42,31196
2023-05-18,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,89962.88,172524,19264,2042,11.17,4.67,521.45,0
2023-05-18,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,19239.88,67383,3212,185,4.77,5.99,285.53,7992
2023-05-18,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,68242,7012,614,10.28,0.0,0.0,0
2023-05-19,Programmatic,StackAdapt,Centralized modular throughput,84282.9,217193,21611,2205,9.95,3.9,388.06,28788
2023-05-19,Paid Search,Google Search Ads 360,Integrated dedicated contingency,54144.16,138784,13336,1510,9.61,4.06,390.13,0
2023-05-19,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,18464.7,81320,3027,201,3.72,6.1,227.06,17671
2023-05-19,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,58471,5736,606,9.81,0.0,0.0,0
2023-05-20,Programmatic,StackAdapt,Business-focused zero tolerance architecture,85482.6,223633,20353,1652,9.1,4.2,382.25,31639
2023-05-20,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,98102.16,179484,20962,1912,11.68,4.68,546.58,0
2023-05-20,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,19325.4,82321,3117,210,3.79,6.2,234.76,6805
2023-05-20,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,62460,5778,604,9.25,0.0,0.0,0
2023-05-21,Programmatic,StackAdapt,Business-focused zero tolerance architecture,65474.55,167877,15777,1389,9.4,4.15,390.02,19981
2023-05-21,Paid Search,Google Search Ads 360,Networked value-added time-frame,83085.66,144896,17202,1540,11.87,4.83,573.42,0
2023-05-21,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,21544.8,93571,4584,279,4.9,4.7,230.25,17151
2023-05-21,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,74303,7030,615,9.46,0.0,0.0,0
2023-05-22,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,97451.02,222029,23258,2310,10.48,4.19,438.91,36835
2023-05-22,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,59576.16,139564,14602,1338,10.46,4.08,426.87,0
2023-05-22,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,9297.18,85785,1913,118,2.23,4.86,108.38,16569
2023-05-22,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,78788,5349,595,6.79,0.0,0.0,0
2023-05-23,Programmatic,StackAdapt,Automated uniform software,61810.2,171016,14930,1373,8.73,4.14,361.43,30610
2023-05-23,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,46149.22,127060,11713,1194,9.22,3.94,363.21,0
2023-05-23,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,13668.21,73786,2201,156,2.98,6.21,185.24,10087
2023-05-23,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,72041,5609,545,7.79,0.0,0.0,0
2023-05-24,Programmatic,StackAdapt,Cross-platform static hierarchy,73531.64,176637,20201,1916,11.44,3.64,416.29,30150
2023-05-24,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,57156.84,118345,13806,1450,11.67,4.14,482.97,0
2023-05-24,Paid Social,Facebook,FB Lead Gen — Mid-Market,18664.4,76881,3218,182,4.19,5.8,242.77,8754
2023-05-24,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,60517,5924,633,9.79,0.0,0.0,0
2023-05-25,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,59836.62,189322,16903,1683,8.93,3.54,316.06,28310
2023-05-25,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,48936.16,143001,13444,1466,9.4,3.64,342.21,0
2023-05-25,Paid Social,Facebook,FB Lead Gen — Mid-Market,15759.6,91771,2855,157,3.11,5.52,171.73,7943
2023-05-25,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,56997,5316,452,9.33,0.0,0.0,0
2023-05-26,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,54740.32,165017,15248,1504,9.24,3.59,331.73,15555
2023-05-26,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,62928.36,161973,15891,1840,9.81,3.96,388.51,0
2023-05-26,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,32302.86,102076,5227,333,5.12,6.18,316.46,13558
2023-05-26,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,81365,5579,577,6.86,0.0,0.0,0
2023-05-27,Programmatic,StackAdapt,Automated uniform software,59054.09,175836,18283,1784,10.4,3.23,335.85,18176
2023-05-27,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,82957.89,166499,18313,2191,11.0,4.53,498.25,0
2023-05-27,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,20884.1,96580,4306,262,4.46,4.85,216.24,18297
2023-05-27,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,64908,4344,407,6.69,0.0,0.0,0
2023-05-28,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,72523.0,213312,20900,1898,9.8,3.47,339.99,28075
2023-05-28,Paid Search,Google Search Ads 360,Integrated dedicated contingency,63096.43,168476,15427,1749,9.16,4.09,374.51,0
2023-05-28,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,30666.24,107006,5324,316,4.98,5.76,286.58,15635
2023-05-28,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,81903,6030,622,7.36,0.0,0.0,0
2023-05-29,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,63683.29,175625,15647,1505,8.91,4.07,362.61,21810
2023-05-29,Paid Search,Google Search Ads 360,Integrated dedicated contingency,65612.32,168641,17176,1918,10.19,3.82,389.07,0
2023-05-29,Paid Social,Facebook,FB Lead Gen — Mid-Market,14090.58,98287,2954,184,3.01,4.77,143.36,9397
2023-05-29,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,64167,4857,523,7.57,0.0,0.0,0
2023-05-30,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,46954.21,146481,13933,1096,9.51,3.37,320.55,20201
2023-05-30,Paid Search,Google Search Ads 360,Integrated dedicated contingency,56427.84,127905,13062,1384,10.21,4.32,441.17,0
2023-05-30,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,11021.29,55000,1993,147,3.62,5.53,200.39,9617
2023-05-30,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,47447,4552,482,9.6,0.0,0.0,0
2023-05-31,Programmatic,StackAdapt,Business-focused zero tolerance architecture,80708.07,221226,19637,1544,8.88,4.11,364.82,42697
2023-05-31,Paid Search,Google Search Ads 360,Profound intangible policy,50695.98,131340,12867,1155,9.8,3.94,385.99,0
2023-05-31,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,18477.97,91620,3493,216,3.81,5.29,201.68,7346
2023-05-31,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,56986,5177,579,9.09,0.0,0.0,0
2023-06-01,Programmatic,StackAdapt,Centralized modular throughput,77048.12,167039,18701,1866,11.2,4.12,461.26,24073
2023-06-01,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,63087.84,164954,16344,1492,9.91,3.86,382.46,0
2023-06-01,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,16620.24,82421,3044,212,3.69,5.46,201.65,7261
2023-06-01,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,81384,8358,889,10.27,0.0,0.0,0
2023-06-02,Programmatic,StackAdapt,Centralized modular throughput,91151.45,219287,24973,2004,11.39,3.65,415.67,24462
2023-06-02,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,67608.45,157700,14859,1617,9.42,4.55,428.72,0
2023-06-02,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,14202.76,98756,2483,176,2.51,5.72,143.82,13267
2023-06-02,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,76820,5791,541,7.54,0.0,0.0,0
2023-06-03,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,77321.56,193136,19139,1966,9.91,4.04,400.35,17132
2023-06-03,Paid Search,Google Search Ads 360,Profound intangible policy,56229.95,150884,13615,1485,9.02,4.13,372.67,0
2023-06-03,Paid Social,Facebook,FB Lead Gen — Mid-Market,21704.67,79983,4281,280,5.35,5.07,271.37,12004
2023-06-03,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,75315,5125,468,6.8,0.0,0.0,0
2023-06-04,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,66698.8,200550,20335,1833,10.14,3.28,332.58,20697
2023-06-04,Paid Search,Google Search Ads 360,Profound intangible policy,74066.11,166165,15997,1452,9.63,4.63,445.74,0
2023-06-04,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,26156.13,108032,5159,370,4.78,5.07,242.11,23171
2023-06-04,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,59709,6153,692,10.31,0.0,0.0,0
2023-06-05,Programmatic,StackAdapt,Business-focused zero tolerance architecture,89829.59,235914,24083,2055,10.21,3.73,380.77,38477
2023-06-05,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,56601.36,136711,14856,1785,10.87,3.81,414.02,0
2023-06-05,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,31832.1,98219,5085,374,5.18,6.26,324.09,15027
2023-06-05,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,78536,7483,658,9.53,0.0,0.0,0
2023-06-06,Programmatic,StackAdapt,Business-focused zero tolerance architecture,73392.06,199030,18394,1763,9.24,3.99,368.75,20455
2023-06-06,Paid Search,Google Search Ads 360,Profound intangible policy,63571.72,156508,17708,1858,11.31,3.59,406.19,0
2023-06-06,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,10726.2,65376,2124,155,3.25,5.05,164.07,11036
2023-06-06,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,54231,4222,456,7.79,0.0,0.0,0
2023-06-07,Programmatic,StackAdapt,Cross-platform static hierarchy,61670.7,166725,16315,1288,9.79,3.78,369.89,28800
2023-06-07,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,65553.07,140469,13859,1410,9.87,4.73,466.67,0
2023-06-07,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,12077.07,105851,2283,160,2.16,5.29,114.1,14283
2023-06-07,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,73049,7431,826,10.17,0.0,0.0,0
2023-06-08,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,75050.91,178536,19393,1650,10.86,3.87,420.37,23245
2023-06-08,Paid Search,Google Search Ads 360,Profound intangible policy,77099.0,167685,16300,1553,9.72,4.73,459.78,0
2023-06-08,Paid Social,Facebook,Facebook B2B Decision Makers,12646.32,70754,2668,158,3.77,4.74,178.74,6017
2023-06-08,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,54919,5473,501,9.97,0.0,0.0,0
2023-06-09,Programmatic,StackAdapt,Cross-platform static hierarchy,82374.48,219829,21564,2031,9.81,3.82,374.72,40938
2023-06-09,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,77549.92,161965,16292,1912,10.06,4.76,478.81,0
2023-06-09,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,20726.16,109469,3796,267,3.47,5.46,189.33,16382
2023-06-09,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,62577,5547,492,8.86,0.0,0.0,0
2023-06-10,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,59954.03,198582,18113,1452,9.12,3.31,301.91,42041
2023-06-10,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,68662.44,145308,14862,1706,10.23,4.62,472.53,0
2023-06-10,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,18385.92,72096,3192,224,4.43,5.76,255.02,7297
2023-06-10,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,66677,5771,528,8.66,0.0,0.0,0
2023-06-11,Programmatic,StackAdapt,Automated uniform software,42044.91,146533,13017,1292,8.88,3.23,286.93,20268
2023-06-11,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,53334.05,151173,13853,1661,9.16,3.85,352.8,0
2023-06-11,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,10558.08,73648,2256,134,3.06,4.68,143.36,13411
2023-06-11,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,71120,5260,540,7.4,0.0,0.0,0
2023-06-12,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,80024.4,227577,22229,1924,9.77,3.6,351.64,40910
2023-06-12,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,84309.0,187540,17900,1806,9.54,4.71,449.55,0
2023-06-12,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,28876.96,99663,5428,379,5.45,5.32,289.75,16214
2023-06-12,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,70867,4828,479,6.81,0.0,0.0,0
2023-06-13,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,80265.6,171380,18580,1752,10.84,4.32,468.35,14728
2023-06-13,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,72092.16,149275,16128,1590,10.8,4.47,482.95,0
2023-06-13,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,12601.37,96963,2287,149,2.36,5.51,129.96,12769
